Question,Answers,Comment,Instructions,Render as
浅瀬を（）と歩いた。,じゃぶじゃぶ,,漢字の読みを入力してください,Text
終電逃したー。（）。,ぴえん,,漢字の読みを入力してください,Text
昨日は（）寝られた？,ぐっすり,,漢字の読みを入力してください,Text
今週は予定が（）だ。,ぎっしり,,漢字の読みを入力してください,Text
犬が（）と鳴いている,くんくん,,漢字の読みを入力してください,Text
緊張で胸が（）する。,どきどき,,漢字の読みを入力してください,Text
何、（）笑ってるの？,くすくす,,漢字の読みを入力してください,Text
まぶたが（）します。,ぴくぴく,,漢字の読みを入力してください,Text
ひよこが（）と鳴く。,ぴよぴよ,,漢字の読みを入力してください,Text
ネズミが（）と鳴く。,ちゅうちゅう,,漢字の読みを入力してください,Text
ドアを（）と叩いた。,とんとん,,漢字の読みを入力してください,Text
スープを（）煮込む。,ことこと,,漢字の読みを入力してください,Text
カエルが（）と鳴く。,けろけろ,,漢字の読みを入力してください,Text
アヒルが（）と鳴く。,ガーガー,,漢字の読みを入力してください,Text
（）と大砲を打った。,どかん,,漢字の読みを入力してください,Text
脇腹が（）と痛む。,ちくちく,,漢字の読みを入力してください,Text
涙が（）と落ちた。,ぽたぽた,,漢字の読みを入力してください,Text
壁を（）と磨いた。,ごしごし,,漢字の読みを入力してください,Text
祖父は孫に（）だ。,でれでれ,,漢字の読みを入力してください,Text
床を（）に磨いた。,ぴかぴか,,漢字の読みを入力してください,Text
"手を（）と叩いた。
②拍手の音。",ぱちぱち,,漢字の読みを入力してください,Text
"手を（）と叩いた。
打ち合わせたり、たたいたりする音。",ぱんぱん,,漢字の読みを入力してください,Text
血が（）と流れる。,だらだら,,漢字の読みを入力してください,Text
汗で服が（）する。,べたべた,,漢字の読みを入力してください,Text
下の歯が（）する。,がくがく,,漢字の読みを入力してください,Text
ヤギが（）と鳴く。,メェー,,漢字の読みを入力してください,Text
（）はしってんだ。,とろとろ,,漢字の読みを入力してください,Text
（）とガムを噛む。,くちゃくちゃ,,漢字の読みを入力してください,Text
（）きまってるね！,ばっちり,,漢字の読みを入力してください,Text
羊が（）と鳴く。,メェー,,漢字の読みを入力してください,Text
彼は筋肉（）だ。,もりもり,,漢字の読みを入力してください,Text
馬が（）と鳴く。,ヒヒーン,,漢字の読みを入力してください,Text
猫が（）と鳴く。,ニャー,,漢字の読みを入力してください,Text
豚が（）と鳴く。,ぶうぶう,,漢字の読みを入力してください,Text
体を（）洗った。,ごしごし,,漢字の読みを入力してください,Text
太鼓を（）叩く。,どんどん,,漢字の読みを入力してください,Text
歯が（）と痛む。,ずきずき,,漢字の読みを入力してください,Text
犬が（）と鳴く。,わんわん,,漢字の読みを入力してください,Text
鶏が（）と鳴く。,コケコッコー,,漢字の読みを入力してください,Text
牛が（）と鳴く。,モー,,漢字の読みを入力してください,Text
汗が（）と出る。,だらだら,,漢字の読みを入力してください,Text
胃が（）と痛む。,きりきり,,漢字の読みを入力してください,Text
"頭が（）する。
①目まいがするようす。",くらくら,,漢字の読みを入力してください,Text
"頭が（）する。
脈打つように絶えず痛むようす。",ずきずき,,漢字の読みを入力してください,Text
